twolev_1,twolev_2,twolev_3,twolev_4,twolev_5,twolev_6,twolev_7,twolev_8,twolev_9,twolev_10,twolev_11,twolev_12,twolev_13,twolev_14,twolev_15,twolev_16,twolev_17,twolev_18,twolev_19,twolev_20,threelev_1,threelev_2,threelev_3,threelev_4,threelev_5,threelev_6,threelev_7,threelev_8,threelev_9,threelev_10,threelev_11,threelev_12,threelev_13,threelev_14,threelev_15,threelev_16,threelev_17,threelev_18,threelev_19,threelev_20,fourlev_1,fourlev_2,fourlev_3,fourlev_4,fourlev_5,fourlev_6,fourlev_7,fourlev_8,fourlev_9,fourlev_10,fourlev_11,fourlev_12,fourlev_13,fourlev_14,fourlev_15,fourlev_16,fourlev_17,fourlev_18,fourlev_19,fourlev_20,fivelev_1,fivelev_2,fivelev_3,fivelev_4,fivelev_5,fivelev_6,fivelev_7,fivelev_8,fivelev_9,fivelev_10,fivelev_11,fivelev_12,fivelev_13,fivelev_14,fivelev_15,fivelev_16,fivelev_17,fivelev_18,fivelev_19,fivelev_20,sixlev_1,sixlev_2,sixlev_3,sixlev_4,sixlev_5,sixlev_6,sixlev_7,sixlev_8,sixlev_9,sixlev_10,sixlev_11,sixlev_12,sixlev_13,sixlev_14,sixlev_15,sixlev_16,sixlev_17,sixlev_18,sixlev_19,sixlev_20,sevenlev_1,sevenlev_2,sevenlev_3,sevenlev_4,sevenlev_5,sevenlev_6,sevenlev_7,sevenlev_8,sevenlev_9,sevenlev_10,sevenlev_11,sevenlev_12,sevenlev_13,sevenlev_14,sevenlev_15,sevenlev_16,sevenlev_17,sevenlev_18,sevenlev_19,sevenlev_20,eightlev_1,eightlev_2,eightlev_3,eightlev_4,eightlev_5,eightlev_6,eightlev_7,eightlev_8,eightlev_9,eightlev_10,eightlev_11,eightlev_12,eightlev_13,eightlev_14,eightlev_15,eightlev_16,eightlev_17,eightlev_18,eightlev_19,eightlev_20,ninelev_1,ninelev_2,ninelev_3,ninelev_4,ninelev_5,ninelev_6,ninelev_7,ninelev_8,ninelev_9,ninelev_10,ninelev_11,ninelev_12,ninelev_13,ninelev_14,ninelev_15,ninelev_16,ninelev_17,ninelev_18,ninelev_19,ninelev_20,tenlev_1,tenlev_2,tenlev_3,tenlev_4,tenlev_5,tenlev_6,tenlev_7,tenlev_8,tenlev_9,tenlev_10,tenlev_11,tenlev_12,tenlev_13,tenlev_14,tenlev_15,tenlev_16,tenlev_17,tenlev_18,tenlev_19,tenlev_20,elevenlev_1,elevenlev_2,elevenlev_3,elevenlev_4,elevenlev_5,elevenlev_6,elevenlev_7,elevenlev_8,elevenlev_9,elevenlev_10,elevenlev_11,elevenlev_12,elevenlev_13,elevenlev_14,elevenlev_15,elevenlev_16,elevenlev_17,elevenlev_18,elevenlev_19,elevenlev_20,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,cont15,cont16,cont17,cont18,cont19,cont20,cont21,cont22,cont23,cont24,cont25,cont26,cont27,cont28,cont29,cont30,cont31,cont32,cont33,cont34,cont35,cont36,cont37,cont38,cont39,cont40,cont41,cont42,cont43,cont44,cont45,cont46,cont47,cont48,cont49,cont50,cont51,cont52,cont53,cont54,cont55,cont56,cont57,cont58,cont59,cont60,cont61,cont62,cont63,cont64,cont65,cont66,cont67,cont68,cont69,cont70,cont71,cont72,cont73,cont74,cont75,cont76,cont77,cont78,cont79,cont80,cont81,cont82,cont83,cont84,cont85,cont86,cont87,cont88,cont89,cont90,cont91,cont92,cont93,cont94,cont95,cont96,cont97,cont98,cont99,cont100
1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,3,3,1,2,2,2,1,3,3,1,3,1,1,3,3,1,3,1,4,4,2,2,4,1,3,2,1,2,3,2,2,1,2,1,4,4,4,2,4,3,5,1,3,3,5,2,1,1,1,3,3,5,1,4,2,4,3,6,1,2,2,1,1,1,1,6,6,6,3,4,1,3,6,6,5,2,1,3,5,2,4,5,7,1,4,2,4,6,5,7,4,6,1,7,2,1,4,1,8,2,5,6,6,6,4,3,8,2,6,8,1,5,1,2,5,2,5,9,2,2,9,6,2,9,2,2,2,2,9,8,8,8,8,6,2,8,5,9,6,4,6,5,5,5,9,6,5,6,6,5,6,6,5,5,6,4,2,1,5,5,3,5,2,5,9,5,9,2,5,6,5,2,5,10,9,5,1,380,388,26,471,285,503,143,219,503,239,39,29,3,28,319,239,188,202,279,362,287,485,202,495,32,218,270,188,312,65,32,359,96,395,485,345,239,80,188,225,135,324,259,351,324,174,239,2,96,412,478,494,250,495,65,164,213,170,395,61,338,153,194,164,398,510,157,65,439,239,324,369,155,219,232,243,60,58,188,21,28,194,2,132,298,63,99,148,501,188,267,448,32,324,156,239,33,21,486,503
1,2,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,1,1,2,1,3,3,1,2,3,2,3,3,3,2,3,3,3,2,1,3,3,3,2,4,3,2,2,1,3,2,4,1,1,3,3,3,2,4,4,2,1,4,4,4,1,1,2,1,1,1,2,1,3,3,1,1,3,5,5,5,2,1,1,5,3,3,2,2,1,1,5,2,6,2,4,1,6,6,6,6,3,1,6,7,4,4,5,3,6,6,3,7,6,1,3,3,3,5,5,5,2,4,1,2,8,6,8,3,6,8,2,1,5,3,5,1,3,4,5,5,6,1,4,6,6,2,3,2,6,6,6,2,2,1,2,6,6,4,4,4,2,9,7,10,10,3,3,3,10,8,3,10,3,10,3,10,3,1,10,3,6,1,1,1,11,1,10,2,1,10,4,8,1,10,10,10,10,10,11,1,1,5,209,479,192,339,442,288,135,474,276,212,453,371,149,365,44,328,165,19,69,442,365,16,309,304,184,168,474,114,3,480,106,121,94,116,44,171,474,309,178,33,438,276,86,81,404,459,506,340,253,365,300,147,93,184,365,459,481,386,390,339,61,458,169,204,106,391,165,384,253,371,276,113,75,16,256,54,151,101,158,83,94,506,331,344,254,160,141,454,184,438,384,147,276,171,149,300,178,50,512,44
2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,3,1,1,1,1,2,3,3,1,2,2,1,2,1,3,2,2,3,3,1,3,2,4,4,1,3,1,3,4,1,3,2,4,1,4,3,1,1,2,1,2,1,4,3,4,4,5,3,3,3,2,4,2,4,1,1,4,2,6,5,5,6,3,5,1,4,6,5,2,6,2,1,5,3,4,3,1,1,6,1,2,4,4,6,1,5,3,7,5,3,2,4,2,6,7,2,2,4,1,1,6,7,8,5,4,8,5,8,1,4,7,2,5,6,7,4,2,4,9,5,5,3,5,7,5,5,5,5,9,5,9,9,9,3,9,9,3,2,9,1,7,6,6,6,7,9,1,6,4,6,6,1,6,6,1,6,4,9,6,1,6,2,10,6,6,6,11,6,6,11,6,1,6,9,6,6,4,26,73,54,12,467,302,180,319,450,450,24,313,466,319,180,272,42,237,261,461,100,109,187,252,319,488,272,346,73,398,302,142,319,272,166,272,425,108,118,141,12,190,87,192,479,99,60,302,450,437,450,12,395,462,337,425,264,165,60,336,237,420,395,248,395,416,66,450,227,450,295,136,83,395,310,164,126,438,410,395,479,337,248,465,146,406,396,105,89,236,192,272,361,437,259,126,335,244,481,492
2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,2,1,3,3,3,1,3,2,1,1,1,1,1,1,2,2,3,3,1,2,1,3,3,3,4,2,2,4,2,1,4,4,2,3,1,2,3,2,4,2,3,3,1,2,2,2,1,5,2,5,5,4,1,2,2,1,1,2,4,4,5,1,2,2,4,4,4,4,2,2,1,3,1,5,4,2,1,5,1,5,5,3,5,5,5,5,5,2,6,3,6,2,5,3,7,7,2,1,1,8,7,4,7,1,2,8,8,1,3,7,4,2,5,1,7,5,2,1,4,8,1,5,8,5,8,3,9,5,9,5,9,1,5,5,5,1,2,5,3,4,5,9,7,9,9,5,5,1,9,5,4,6,5,5,5,5,5,5,9,1,9,10,1,11,5,10,1,1,5,10,1,3,1,11,11,5,9,1,9,374,337,462,162,165,433,160,470,433,502,50,89,50,197,152,502,5,297,52,444,481,218,311,163,203,72,335,153,222,108,87,374,91,359,433,172,502,322,311,503,452,91,451,31,359,115,166,504,383,308,336,181,220,157,15,340,257,101,265,340,502,19,406,203,46,126,72,502,72,276,197,433,63,504,362,268,507,90,324,117,181,166,89,112,246,389,394,383,417,374,218,117,12,475,126,219,304,291,12,335
1,2,1,1,2,2,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,2,3,3,1,2,2,1,3,1,1,3,1,2,2,2,2,3,2,3,3,3,4,1,3,4,2,2,3,2,3,4,4,4,4,1,1,4,1,1,1,1,5,2,5,1,2,2,5,5,4,4,1,3,4,4,1,1,3,4,5,2,5,4,2,5,1,2,3,1,3,3,3,1,5,2,3,1,3,4,6,6,1,2,3,5,3,1,4,2,5,5,6,4,7,1,1,6,4,4,2,6,3,6,7,4,8,5,5,2,4,5,2,3,4,4,2,2,2,4,4,7,7,1,8,7,5,3,7,7,7,8,7,1,1,7,2,1,3,6,6,1,5,5,10,1,5,1,7,10,5,1,5,9,5,10,5,5,5,8,1,9,3,3,9,5,11,11,3,7,3,3,11,9,3,3,5,3,3,8,386,357,470,476,271,358,236,9,196,488,488,488,458,248,339,109,54,290,474,429,4,393,129,358,9,236,156,412,178,187,499,138,249,16,16,93,154,98,474,385,495,117,240,292,393,10,108,54,178,422,495,422,88,441,48,412,31,211,154,117,80,174,443,168,79,488,236,168,249,393,274,196,20,276,38,327,48,451,171,260,358,156,154,339,108,378,126,364,48,79,504,412,133,2,35,446,34,72,467,488
1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,3,3,3,3,1,2,2,1,3,3,3,2,2,1,3,3,3,1,4,2,2,2,1,4,1,3,1,4,4,3,2,1,1,3,2,1,5,1,5,2,2,5,4,4,4,5,4,3,2,3,5,2,1,5,3,1,3,5,5,6,2,6,3,4,1,1,6,2,5,6,1,6,3,2,5,4,3,6,6,3,5,5,1,2,4,3,1,4,1,2,3,1,6,2,7,4,7,1,2,5,4,3,3,8,4,6,8,4,3,1,5,5,6,5,7,2,7,2,2,2,1,2,3,8,2,8,9,4,2,2,9,9,4,2,1,6,7,8,2,8,8,9,2,5,9,2,1,10,2,9,2,2,2,2,8,1,2,4,4,9,1,9,4,5,4,11,10,5,10,11,4,4,7,9,4,1,440,415,443,135,264,150,155,279,230,369,212,101,221,411,231,255,304,494,139,493,146,288,246,441,438,28,329,203,319,40,224,364,455,7,146,183,319,419,340,79,20,157,405,243,460,243,329,299,466,364,355,125,477,280,319,116,484,510,460,219,244,137,186,259,507,369,43,243,503,475,203,403,329,7,406,182,7,166,323,176,268,125,7,347,421,341,71,70,248,347,17,476,460,250,212,279,448,245,96,301
1,2,1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,3,1,3,2,2,3,1,2,3,1,3,2,2,2,2,3,2,2,2,2,4,2,3,4,2,4,4,4,4,4,3,3,2,2,3,1,3,1,2,1,1,2,4,1,5,1,3,3,1,3,5,3,3,2,1,3,4,4,5,4,5,6,1,4,5,4,1,6,3,6,4,6,1,3,2,5,3,5,1,3,3,3,1,4,3,3,7,4,6,6,1,4,3,7,6,1,4,5,1,2,3,7,1,4,7,8,1,7,8,3,2,1,7,7,4,7,7,7,9,5,1,1,1,9,6,9,6,1,9,7,6,9,1,7,6,7,6,7,2,8,8,1,2,8,8,5,1,1,8,1,8,1,8,1,1,8,1,6,2,5,3,3,3,10,3,3,10,6,5,3,5,3,11,9,9,3,5,9,235,502,48,442,334,252,315,321,143,143,115,382,321,39,173,88,318,53,2,381,299,215,465,507,138,40,233,494,160,254,493,77,493,160,158,156,416,365,40,408,318,455,414,462,455,223,117,182,248,436,131,139,465,53,416,295,136,497,382,498,5,242,93,27,232,451,182,29,351,89,193,266,171,232,160,131,318,126,376,5,67,241,197,190,465,278,81,108,410,246,506,88,211,286,197,507,376,235,502,88
2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2,3,3,1,2,2,1,1,2,3,3,1,1,3,1,1,3,3,2,4,2,1,1,2,1,3,2,3,2,1,4,3,3,4,2,3,3,2,4,5,4,3,5,3,3,1,1,1,4,3,5,1,1,3,5,1,2,5,4,4,1,1,5,6,1,6,6,4,4,2,2,1,5,5,4,2,4,1,6,4,5,4,4,1,5,6,7,5,1,5,7,3,4,5,3,4,5,1,5,4,2,1,8,1,4,7,5,5,1,8,1,4,7,7,6,4,5,3,1,3,3,3,9,4,9,2,9,3,1,1,2,9,1,8,6,5,2,9,8,9,5,5,8,5,5,1,5,4,5,9,7,9,5,3,3,9,5,5,1,2,1,6,6,1,9,6,6,6,5,6,6,7,6,6,6,2,6,6,6,154,21,45,233,75,159,81,325,509,92,247,445,414,494,17,160,480,98,319,397,98,11,440,409,60,35,117,295,168,494,285,479,127,355,159,436,223,60,214,26,168,133,479,315,108,365,199,452,35,262,428,392,60,41,504,219,79,506,188,131,4,231,236,251,122,265,276,396,223,265,128,409,434,355,395,71,303,410,494,251,469,68,117,315,18,325,31,188,504,11,226,394,60,268,257,500,81,237,50,445
1,1,2,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,3,1,1,3,2,2,2,2,3,2,1,1,3,2,1,3,3,1,3,4,4,3,4,4,2,1,2,1,4,4,4,2,1,2,1,4,1,3,1,1,5,4,1,3,3,1,2,3,3,4,1,3,3,5,5,4,6,2,6,3,6,5,1,5,3,5,3,2,2,6,3,2,5,2,1,5,3,2,4,2,1,7,4,7,6,3,1,7,6,4,6,7,2,3,2,3,2,2,6,8,2,1,2,7,8,8,3,1,3,1,1,5,5,6,3,2,6,4,4,3,9,4,9,6,4,4,4,2,4,3,4,4,4,3,4,2,8,5,5,5,6,5,9,7,6,1,3,8,3,5,5,5,5,5,6,5,10,1,4,4,4,7,4,4,4,6,4,4,9,4,9,4,10,9,4,11,167,149,57,109,291,145,79,304,272,168,181,181,275,511,412,53,334,320,8,42,102,501,34,6,275,320,278,51,441,145,320,320,159,121,501,447,386,107,348,414,167,84,360,402,399,59,121,278,153,159,181,89,484,475,454,38,267,225,276,473,59,482,199,145,115,334,400,59,486,491,320,203,460,107,36,454,159,306,473,484,414,158,220,97,259,386,437,473,253,429,499,348,429,512,89,100,31,6,363,107
2,2,1,2,1,2,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,2,3,2,1,2,2,3,3,3,3,1,1,3,3,1,1,3,1,2,2,4,1,2,2,3,3,1,3,1,2,1,4,1,1,1,1,4,1,4,1,5,3,5,4,2,1,4,5,1,4,2,1,3,4,2,5,2,5,1,5,5,6,2,6,2,1,2,1,5,1,1,3,1,3,3,1,2,1,6,2,3,3,7,3,4,7,1,5,4,1,4,7,2,3,7,3,4,7,7,2,8,8,8,2,1,2,2,4,8,1,1,1,7,5,4,1,2,3,6,3,7,1,6,4,1,9,7,1,7,7,4,8,7,7,7,3,6,6,7,7,9,9,6,1,4,4,4,4,6,4,2,1,6,5,6,10,4,4,1,10,7,9,2,7,9,7,2,11,8,7,7,2,7,10,2,8,7,7,11,471,314,505,16,320,257,505,366,59,323,275,179,460,432,320,269,446,20,235,74,414,407,104,356,356,107,192,304,217,239,408,251,192,389,269,373,356,380,365,5,151,444,262,58,70,499,407,318,118,407,368,441,476,22,103,471,407,107,142,341,432,141,434,116,251,310,194,107,171,487,160,280,151,348,494,223,182,264,372,23,499,104,380,172,210,225,178,407,29,304,250,432,441,264,23,251,171,504,320,171
1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,1,1,2,2,2,2,1,3,3,1,1,2,2,2,1,3,2,3,3,1,3,1,4,2,2,2,2,1,1,1,1,2,1,2,4,1,3,1,2,3,4,1,2,4,1,1,1,4,5,3,1,3,2,2,5,2,5,3,2,4,3,3,2,4,6,5,4,3,3,2,6,5,6,2,2,4,4,3,3,4,4,5,5,5,4,7,3,3,7,1,7,4,5,6,6,6,5,7,2,4,5,8,6,3,1,3,1,3,7,2,6,2,1,3,1,3,6,1,4,3,4,1,1,6,9,6,6,5,5,6,6,6,8,6,6,6,6,1,2,6,1,10,4,4,4,4,4,10,2,4,4,10,4,1,1,4,10,1,4,10,1,5,5,8,10,5,8,8,10,5,4,5,8,5,9,5,9,3,5,5,3,305,284,173,225,187,281,376,243,357,69,224,455,234,459,468,455,499,192,336,422,374,323,485,404,351,278,6,211,60,42,455,323,58,71,237,32,113,127,176,430,113,413,504,387,428,502,488,42,23,101,211,57,71,468,30,192,98,399,69,123,111,64,427,224,176,380,393,459,57,410,167,101,256,82,306,419,439,389,401,46,485,123,57,252,408,380,312,485,428,499,154,267,428,411,113,419,488,170,429,101
2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,3,1,2,1,1,2,1,1,1,2,2,2,1,1,2,1,2,4,4,1,1,3,4,1,3,4,2,3,4,1,4,3,2,1,2,1,3,5,5,2,2,2,1,5,3,1,3,3,5,3,5,2,3,1,5,1,1,1,5,6,3,5,4,5,3,1,5,5,2,6,6,3,3,2,4,5,2,4,2,2,1,6,2,2,6,1,5,7,7,2,1,6,6,7,5,5,4,5,2,5,7,8,1,4,8,1,5,1,3,2,8,7,2,4,5,5,4,7,5,5,2,2,9,5,5,2,5,2,4,5,5,5,9,9,1,8,2,7,4,9,9,4,9,4,6,1,2,4,5,4,4,9,4,10,4,4,3,4,8,8,8,8,9,1,8,1,5,1,9,5,3,8,1,5,8,1,9,97,248,478,224,386,132,466,157,168,114,284,157,438,382,327,197,256,393,103,105,23,296,197,498,498,5,239,452,314,382,3,505,3,68,157,173,401,116,43,316,273,510,9,98,180,68,20,233,313,87,104,157,253,481,180,306,414,42,20,323,414,5,316,429,192,80,461,445,428,129,157,438,126,23,282,428,105,157,274,498,369,233,80,34,121,36,45,39,216,234,180,104,87,59,327,253,45,342,153,368
1,2,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,1,1,1,1,3,3,1,3,2,3,1,3,1,2,3,2,2,2,3,1,2,1,4,2,2,3,2,4,2,2,2,2,2,2,3,2,4,2,3,4,1,3,1,1,5,3,3,5,2,5,1,4,3,2,4,3,5,1,1,3,4,6,2,5,6,1,6,6,4,3,1,3,6,3,2,4,6,5,6,4,2,3,3,3,7,5,7,3,5,7,2,5,6,3,7,2,6,4,5,2,7,1,6,6,2,4,3,5,5,8,3,3,5,7,7,2,2,2,4,1,8,9,3,1,3,3,9,3,9,9,3,6,7,3,3,9,3,1,3,8,1,1,8,8,8,1,1,3,3,8,8,1,8,8,10,8,1,8,8,2,3,3,3,3,3,1,3,10,8,4,11,10,6,3,3,3,10,10,3,10,313,155,18,23,122,58,27,358,248,199,155,96,450,329,88,115,99,123,40,278,242,199,361,402,8,479,115,215,380,199,215,497,115,402,131,203,252,77,175,94,492,8,340,106,77,278,437,77,143,379,136,216,450,251,155,84,197,192,96,84,230,237,386,289,380,222,289,8,317,119,42,329,252,484,9,176,396,182,415,421,7,248,155,346,268,339,147,479,68,413,31,77,497,413,160,216,242,42,147,175
1,2,2,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,1,2,2,1,3,3,1,3,2,2,1,3,2,2,2,1,1,3,2,3,3,2,4,2,3,1,4,4,2,1,4,2,1,1,1,1,3,1,3,1,2,3,2,5,5,1,4,5,2,4,1,1,2,1,2,1,1,2,2,5,5,1,4,6,1,6,5,6,3,4,1,4,4,6,3,6,6,3,6,4,6,4,2,1,1,5,6,4,1,3,7,2,7,6,2,6,1,1,2,3,3,3,2,2,4,5,6,4,4,4,5,8,4,1,4,3,8,5,6,8,6,4,9,3,9,3,5,3,4,9,3,1,3,9,8,8,9,8,9,3,9,9,1,7,9,2,9,9,2,7,9,9,7,2,2,9,2,9,3,2,2,7,1,8,4,8,3,4,8,8,9,5,4,8,3,8,8,8,6,4,8,2,381,424,504,504,380,64,231,100,8,245,321,409,411,479,226,8,170,500,175,476,315,332,217,41,64,409,29,41,411,278,204,284,409,341,176,278,228,508,413,393,311,29,256,127,231,479,318,479,204,376,479,217,186,32,8,380,103,47,100,502,443,81,377,266,85,204,338,196,413,238,18,186,285,120,380,446,285,237,119,230,328,214,3,78,202,215,227,235,217,231,41,304,186,66,274,479,120,431,197,72
1,1,2,2,2,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,3,1,1,2,2,2,1,2,2,1,1,3,2,3,2,2,3,1,4,4,1,2,2,2,3,3,2,4,3,3,4,1,1,3,3,1,1,2,4,3,5,1,3,5,2,2,4,1,1,4,5,3,1,4,3,2,3,5,1,6,6,1,6,1,1,6,1,5,6,4,4,2,4,3,2,5,6,4,5,6,3,1,6,2,4,3,4,5,7,5,6,5,5,6,2,2,6,7,1,3,1,5,8,6,6,7,2,1,4,7,7,4,3,1,5,2,3,8,3,4,4,4,1,9,1,6,4,4,6,6,6,6,4,6,2,3,4,5,9,10,10,2,2,2,2,7,9,2,10,7,10,7,9,10,2,2,2,8,7,7,7,2,9,7,7,9,7,10,6,9,9,7,7,7,2,7,7,2,176,329,321,475,299,234,220,442,441,299,26,144,44,431,337,26,321,47,254,224,217,266,144,62,352,476,390,260,287,122,374,299,328,167,167,328,253,55,150,381,195,195,11,328,217,228,196,441,237,8,407,167,287,506,182,7,350,429,38,484,365,300,454,108,467,328,287,222,62,189,44,451,231,417,150,217,384,391,145,44,38,361,189,247,221,352,90,484,237,15,38,173,476,347,128,23,59,125,340,442
1,2,1,2,1,1,2,1,2,1,2,2,1,2,1,1,2,2,2,2,1,2,3,2,3,2,1,3,2,3,2,1,2,1,1,2,1,3,3,2,1,3,3,1,2,1,2,3,4,3,1,2,1,4,2,2,3,1,3,2,4,2,4,1,5,2,5,3,4,3,4,1,3,2,1,4,3,3,3,3,4,6,3,3,2,2,6,6,6,1,4,3,1,4,4,6,3,3,3,5,1,5,3,3,1,3,6,5,5,5,5,2,7,5,7,7,7,7,1,6,4,3,1,8,3,7,7,5,1,7,3,7,2,8,7,7,6,5,5,4,1,9,8,8,8,8,9,8,1,8,9,1,1,1,9,1,3,9,8,6,2,8,8,9,7,2,4,7,2,8,9,3,4,4,8,8,9,2,4,4,8,10,4,4,2,2,10,4,2,11,10,10,4,4,4,4,1,4,4,11,178,136,352,402,136,331,506,355,344,392,409,51,404,392,166,173,20,504,348,149,391,464,404,338,512,106,422,116,421,163,409,346,37,364,280,33,37,106,13,402,231,208,24,497,95,69,457,331,506,317,413,51,106,348,409,375,29,37,97,69,346,212,265,499,364,193,203,20,239,231,84,193,259,22,369,159,304,22,43,422,327,20,24,391,333,455,167,331,140,393,177,239,413,348,464,338,486,37,390,331
1,1,2,1,2,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,2,3,2,1,3,1,3,1,3,2,3,3,3,1,2,1,2,3,1,1,2,4,1,4,1,4,1,1,1,1,1,1,2,2,2,3,2,1,1,2,4,4,1,1,1,1,2,5,2,5,3,3,4,1,1,3,2,2,2,6,1,5,1,5,2,6,2,2,4,3,6,1,5,4,3,4,3,5,5,6,1,4,5,7,4,3,5,6,6,7,4,4,5,1,1,6,5,6,4,6,2,5,6,6,7,3,3,4,8,4,6,7,4,6,6,4,2,1,5,3,9,7,3,2,1,9,1,7,1,7,8,7,1,7,7,9,2,1,3,2,1,6,6,6,1,6,4,6,1,6,2,6,6,6,1,6,6,10,9,1,2,2,10,10,5,10,10,10,1,10,2,9,2,10,2,6,10,2,2,191,56,381,419,118,195,57,158,367,34,57,286,468,428,144,398,63,332,466,127,366,309,260,177,377,234,224,460,460,290,344,116,266,45,438,332,485,207,57,128,34,138,309,314,290,450,463,267,66,110,260,468,199,167,318,148,427,507,45,309,388,385,206,82,463,144,422,34,61,271,309,130,238,423,464,34,19,153,19,296,463,224,230,81,256,305,114,501,249,503,388,174,306,233,367,137,6,501,192,52
2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,3,2,2,2,1,2,3,2,2,2,1,3,2,1,2,2,3,3,1,1,2,1,4,3,4,1,4,4,4,1,3,1,4,2,4,2,3,2,1,4,3,4,1,5,1,4,1,3,3,4,3,4,5,4,1,2,4,3,1,3,5,6,2,2,5,2,1,5,1,1,2,2,3,5,5,5,4,2,3,2,1,4,1,1,7,6,2,4,5,5,4,4,4,1,6,3,2,1,2,2,6,4,5,2,5,3,8,7,8,4,5,6,6,4,1,7,1,8,2,7,2,8,8,7,7,7,7,7,7,5,7,7,7,1,8,5,7,1,10,5,5,10,2,2,5,2,5,9,2,7,2,5,5,1,2,9,5,6,3,5,2,10,2,2,9,10,10,3,10,10,5,10,9,2,7,2,10,10,483,453,480,160,194,39,102,26,48,161,347,350,277,98,469,17,373,124,506,496,203,308,325,21,249,137,63,482,187,48,482,147,140,98,238,7,63,410,327,82,172,203,399,261,149,505,90,459,276,276,187,378,300,392,17,216,15,150,504,243,197,430,501,482,48,147,116,276,482,332,211,216,34,75,209,19,278,215,292,90,17,300,208,371,275,303,469,26,19,453,228,187,378,315,187,258,160,377,384,203
2,1,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,1,2,1,3,3,3,3,2,2,1,2,2,3,1,2,3,3,2,3,1,1,3,1,1,1,2,4,2,1,2,4,3,3,1,1,1,2,4,2,3,1,3,2,5,1,1,2,2,2,3,4,5,3,3,1,1,3,1,2,1,1,5,1,1,3,3,4,5,3,3,5,5,2,3,2,2,6,3,6,5,5,2,3,4,5,7,5,2,1,2,1,4,3,1,4,7,6,3,3,1,5,1,2,2,6,1,1,2,6,2,8,7,1,7,4,1,1,6,2,3,4,5,1,6,1,9,6,4,1,1,6,6,6,8,9,6,2,7,2,2,7,6,4,4,4,8,10,4,8,10,4,4,10,4,4,1,4,4,10,4,2,3,3,10,9,8,1,10,9,3,3,9,3,3,3,3,3,10,3,3,11,282,41,21,3,274,138,405,73,200,27,93,271,73,477,199,4,482,419,375,130,407,370,472,452,30,230,407,132,4,505,308,4,206,329,137,470,96,21,288,9,477,308,221,348,206,33,80,163,97,238,4,264,498,499,487,406,185,373,14,108,130,307,27,230,370,375,264,242,80,329,498,220,100,406,481,187,254,225,137,311,284,47,487,510,61,434,435,406,498,88,123,271,95,164,88,348,472,206,387,117
1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,1,1,2,2,3,3,3,2,2,1,1,2,3,3,1,2,3,2,2,2,2,2,2,3,1,4,2,2,2,2,2,2,3,4,3,2,3,4,4,2,1,2,3,2,5,2,4,4,4,4,1,5,5,2,2,1,1,1,3,4,3,1,1,3,6,5,2,6,6,2,3,6,1,6,1,6,6,3,5,3,1,6,4,2,1,2,1,4,4,7,3,1,1,5,5,7,1,1,4,4,3,5,1,3,1,1,4,8,7,7,4,2,8,5,3,7,3,2,6,5,8,4,2,2,2,9,8,4,2,8,8,2,1,2,8,8,2,7,6,2,4,4,8,8,8,2,8,2,6,6,2,2,7,2,8,1,8,8,8,9,9,7,7,7,7,9,7,4,7,1,3,7,7,3,7,7,7,4,1,1,8,243,356,373,462,471,68,294,92,333,57,295,349,8,328,242,161,322,392,278,214,218,392,111,174,148,392,325,325,272,209,203,228,175,392,287,383,349,110,254,66,414,19,287,7,196,189,161,148,328,371,340,19,228,312,38,312,161,372,175,250,434,9,271,175,392,44,322,189,161,328,205,503,68,218,463,111,67,177,412,33,161,327,67,343,430,233,497,349,33,253,410,126,172,313,409,139,172,253,258,70
